judge,dataset,metric,scale,spearman,kendall,n
qwen3_4b,tc,coh,5,0.354111,0.333444,48
qwen3_4b,tc,coh,7,0.376486,0.349974,49
qwen3_4b,tc,eng,3,0.561939,0.511949,43
qwen3_4b,tc,eng,5,0.549324,0.493990,48
qwen3_4b,tc,eng,7,0.633297,0.564452,50
qwen3_4b,tc,gro,3,0.476420,0.452909,45
qwen3_4b,tc,gro,5,0.470319,0.441168,47
qwen3_4b,tc,gro,7,0.515459,0.477263,47
qwen3_4b,tc,nat,3,0.447636,0.414607,37
qwen3_4b,tc,nat,5,0.439912,0.408213,28
qwen3_4b,tc,nat,7,0.514646,0.470009,48
qwen3_4b,wp_a,coh,3,0.297030,0.253512,400
qwen3_4b,wp_a,coh,5,0.215360,0.185343,400
qwen3_4b,wp_a,coh,7,0.306128,0.259185,400
qwen3_4b,wp_a,enj,3,0.104481,0.089554,400
qwen3_4b,wp_a,enj,5,0.096483,0.082696,400
qwen3_4b,wp_a,enj,7,0.224371,0.184381,400
qwen3_4b,wp_a,gra,3,0.170150,0.148265,400
qwen3_4b,wp_a,gra,5,0.113454,0.098623,400
qwen3_4b,wp_a,gra,7,0.291689,0.252639,400
qwen3_4b,wp_a,rel,3,0.429214,0.359724,400
qwen3_4b,wp_a,rel,5,0.342084,0.285591,400
qwen3_4b,wp_a,rel,7,0.431485,0.344680,400
mistral_7b,summeval,coh,3,0.364505,0.320038,96
mistral_7b,summeval,coh,5,0.419619,0.358918,99
mistral_7b,summeval,coh,7,0.420239,0.359234,100
mistral_7b,summeval,con,3,0.499916,0.482358,88
mistral_7b,summeval,con,5,0.466667,0.447208,93
mistral_7b,summeval,con,7,0.416286,0.383957,96
mistral_7b,summeval,flu,3,0.345694,0.327895,81
mistral_7b,summeval,flu,5,0.308256,0.291769,95
mistral_7b,summeval,flu,7,0.351402,0.332492,94
mistral_7b,summeval,rel,3,0.396466,0.351147,97
mistral_7b,summeval,rel,5,0.423514,0.370997,98
mistral_7b,summeval,rel,7,0.408516,0.350575,100
mistral_7b,newsroom,coh,3,0.505873,0.459097,59
mistral_7b,newsroom,coh,5,0.471821,0.427156,60
mistral_7b,newsroom,coh,7,0.526753,0.462766,60
mistral_7b,newsroom,flu,3,0.503547,0.453978,56
mistral_7b,newsroom,flu,5,0.520940,0.463619,59
mistral_7b,newsroom,flu,7,0.506350,0.447010,60
mistral_7b,newsroom,inf,3,0.579871,0.516212,60
mistral_7b,newsroom,inf,5,0.603017,0.534397,60
mistral_7b,newsroom,inf,7,0.604167,0.525968,60
mistral_7b,newsroom,rel,3,0.517785,0.464828,60
mistral_7b,newsroom,rel,5,0.526517,0.461556,60
mistral_7b,newsroom,rel,7,0.509349,0.441991,60
mistral_7b,tc,coh,3,0.459346,0.428483,49
mistral_7b,tc,coh,5,0.482251,0.439407,49
mistral_7b,tc,coh,7,0.513083,0.454446,49
mistral_7b,tc,eng,3,0.567610,0.520486,49
mistral_7b,tc,eng,5,0.636780,0.574547,50
mistral_7b,tc,eng,7,0.667214,0.602364,50
mistral_7b,tc,gro,3,0.571822,0.541444,48
mistral_7b,tc,gro,5,0.537070,0.504253,49
mistral_7b,tc,gro,7,0.542920,0.505878,46
mistral_7b,tc,nat,3,0.506785,0.467212,44
mistral_7b,tc,nat,5,0.445513,0.392437,48
mistral_7b,tc,nat,7,0.512252,0.458166,50
mistral_7b,wp_a,coh,3,0.323703,0.270773,400
mistral_7b,wp_a,coh,5,0.391479,0.326529,400
mistral_7b,wp_a,coh,7,0.341564,0.272773,400
mistral_7b,wp_a,enj,3,0.275951,0.228919,400
mistral_7b,wp_a,enj,5,0.277924,0.225681,400
mistral_7b,wp_a,enj,7,0.271554,0.214296,400
mistral_7b,wp_a,gra,3,0.251110,0.215254,400
mistral_7b,wp_a,gra,5,0.205872,0.172149,400
mistral_7b,wp_a,gra,7,0.262906,0.213627,400
mistral_7b,wp_a,rel,3,0.426025,0.350775,400
mistral_7b,wp_a,rel,5,0.343826,0.279517,400
mistral_7b,wp_a,rel,7,0.470090,0.370943,400
llama31_8b,summeval,coh,3,0.334320,0.292985,60
llama31_8b,summeval,coh,5,0.378840,0.331626,67
llama31_8b,summeval,coh,7,0.382516,0.333473,85
llama31_8b,summeval,con,3,0.505362,0.488899,52
llama31_8b,summeval,con,5,0.510824,0.495197,26
llama31_8b,summeval,con,7,0.472689,0.455941,88
llama31_8b,summeval,flu,3,0.077297,0.070415,62
llama31_8b,summeval,flu,5,0.107608,0.099490,97
llama31_8b,summeval,flu,7,0.168517,0.160446,65
llama31_8b,summeval,rel,3,0.297237,0.263279,68
llama31_8b,summeval,rel,5,0.363106,0.319210,23
llama31_8b,summeval,rel,7,0.331741,0.291991,90
llama31_8b,newsroom,coh,3,0.383021,0.348589,49
llama31_8b,newsroom,coh,5,0.391197,0.350477,55
llama31_8b,newsroom,coh,7,0.351306,0.311446,58
llama31_8b,newsroom,flu,3,0.480922,0.444931,39
llama31_8b,newsroom,flu,5,0.294436,0.269990,57
llama31_8b,newsroom,flu,7,0.241962,0.223399,29
llama31_8b,newsroom,inf,3,0.414113,0.374565,9
llama31_8b,newsroom,inf,5,0.324818,0.292236,25
llama31_8b,newsroom,inf,7,0.239498,0.211738,55
llama31_8b,newsroom,rel,3,0.377850,0.344549,55
llama31_8b,newsroom,rel,5,0.423870,0.387646,46
llama31_8b,newsroom,rel,7,0.378294,0.334502,59
llama31_8b,tc,coh,3,0.414384,0.387981,26
llama31_8b,tc,coh,5,0.438570,0.395080,47
llama31_8b,tc,coh,7,0.368821,0.335734,43
llama31_8b,tc,eng,3,0.365459,0.333308,31
llama31_8b,tc,eng,5,0.407828,0.360527,48
llama31_8b,tc,eng,7,0.424846,0.374717,49
llama31_8b,tc,gro,3,0.479715,0.463871,44
llama31_8b,tc,gro,5,0.382680,0.361902,45
llama31_8b,tc,gro,7,0.548722,0.500076,46
llama31_8b,tc,nat,3,0.299992,0.270207,24
llama31_8b,tc,nat,5,0.300733,0.271977,38
llama31_8b,tc,nat,7,0.409274,0.367495,40
llama31_8b,wp_a,coh,3,0.321106,0.277276,400
llama31_8b,wp_a,coh,5,0.348200,0.289188,399
llama31_8b,wp_a,coh,7,0.324028,0.264832,398
llama31_8b,wp_a,enj,3,0.033285,0.028426,339
llama31_8b,wp_a,enj,5,0.025265,0.021113,353
llama31_8b,wp_a,enj,7,0.076129,0.063404,369
llama31_8b,wp_a,gra,3,0.287380,0.250334,397
llama31_8b,wp_a,gra,5,0.338473,0.292726,396
llama31_8b,wp_a,gra,7,0.351595,0.285862,397
llama31_8b,wp_a,rel,3,0.365395,0.306760,396
llama31_8b,wp_a,rel,5,0.388086,0.318059,390
llama31_8b,wp_a,rel,7,0.364078,0.289412,386
llama31_70b,summeval,coh,3,0.514424,0.450037,100
llama31_70b,summeval,coh,5,0.569693,0.491379,100
llama31_70b,summeval,coh,7,0.595517,0.514443,100
llama31_70b,summeval,con,3,0.595695,0.576488,95
llama31_70b,summeval,con,5,0.499268,0.470178,95
llama31_70b,summeval,con,7,0.653333,0.628967,89
llama31_70b,summeval,flu,3,0.189603,0.178538,98
llama31_70b,summeval,flu,5,0.221874,0.204512,98
llama31_70b,summeval,flu,7,0.220718,0.197566,98
llama31_70b,summeval,rel,3,0.449099,0.399958,98
llama31_70b,summeval,rel,5,0.512617,0.447689,100
llama31_70b,summeval,rel,7,0.517955,0.447475,100
llama31_70b,newsroom,coh,3,0.448376,0.408163,56
llama31_70b,newsroom,coh,5,0.576807,0.518642,59
llama31_70b,newsroom,coh,7,0.549703,0.496485,60
llama31_70b,newsroom,flu,3,0.566174,0.511165,59
llama31_70b,newsroom,flu,5,0.618405,0.546344,60
llama31_70b,newsroom,flu,7,0.629023,0.550246,60
llama31_70b,newsroom,inf,3,0.522714,0.468152,60
llama31_70b,newsroom,inf,5,0.510304,0.442342,60
llama31_70b,newsroom,inf,7,0.488868,0.424031,60
llama31_70b,newsroom,rel,3,0.399892,0.354685,59
llama31_70b,newsroom,rel,5,0.460892,0.408180,60
llama31_70b,newsroom,rel,7,0.564461,0.497963,60
llama31_70b,tc,coh,3,0.497983,0.462416,49
llama31_70b,tc,coh,5,0.512131,0.469278,49
llama31_70b,tc,coh,7,0.519616,0.473411,49
llama31_70b,tc,eng,3,0.637097,0.584961,47
llama31_70b,tc,eng,5,0.645445,0.594974,46
llama31_70b,tc,eng,7,0.671031,0.611112,48
llama31_70b,tc,gro,3,0.611751,0.589149,45
llama31_70b,tc,gro,5,0.607559,0.571164,46
llama31_70b,tc,gro,7,0.668799,0.626264,49
llama31_70b,tc,nat,3,0.575023,0.516904,48
llama31_70b,tc,nat,5,0.538744,0.476972,48
llama31_70b,tc,nat,7,0.586969,0.510373,48
llama31_70b,wp_a,coh,3,0.578940,0.482010,398
llama31_70b,wp_a,coh,5,0.569085,0.470092,397
llama31_70b,wp_a,coh,7,0.578188,0.468175,398
llama31_70b,wp_a,enj,3,0.376210,0.314824,387
llama31_70b,wp_a,enj,5,0.373730,0.312993,388
llama31_70b,wp_a,enj,7,0.380383,0.307562,383
llama31_70b,wp_a,gra,3,0.341368,0.295482,399
llama31_70b,wp_a,gra,5,0.430533,0.358556,399
llama31_70b,wp_a,gra,7,0.447208,0.358272,399
llama31_70b,wp_a,rel,3,0.595850,0.493576,389
llama31_70b,wp_a,rel,5,0.511612,0.416985,389
llama31_70b,wp_a,rel,7,0.537659,0.432784,396
gemini2_flash,summeval,coh,3,0.496037,0.431536,99
gemini2_flash,summeval,coh,5,0.527855,0.453546,100
gemini2_flash,summeval,coh,7,0.525673,0.445375,100
gemini2_flash,summeval,con,3,0.614968,0.596794,76
gemini2_flash,summeval,con,5,0.644040,0.620683,90
gemini2_flash,summeval,con,7,0.582103,0.552630,94
gemini2_flash,summeval,flu,3,0.382031,0.357733,98
gemini2_flash,summeval,flu,5,0.374287,0.343526,98
gemini2_flash,summeval,flu,7,0.342233,0.306869,98
gemini2_flash,summeval,rel,3,0.372421,0.328576,88
gemini2_flash,summeval,rel,5,0.482905,0.416925,100
gemini2_flash,summeval,rel,7,0.447108,0.387370,98
gemini2_flash,newsroom,coh,3,0.421423,0.376150,52
gemini2_flash,newsroom,coh,5,0.540804,0.484251,59
gemini2_flash,newsroom,coh,7,0.577517,0.521113,60
gemini2_flash,newsroom,flu,3,0.488285,0.439640,59
gemini2_flash,newsroom,flu,5,0.468262,0.412742,60
gemini2_flash,newsroom,flu,7,0.551694,0.494482,60
gemini2_flash,newsroom,inf,3,0.455170,0.403035,56
gemini2_flash,newsroom,inf,5,0.461119,0.397444,59
gemini2_flash,newsroom,inf,7,0.561888,0.490370,60
gemini2_flash,newsroom,rel,3,0.273537,0.246754,58
gemini2_flash,newsroom,rel,5,0.359562,0.311316,60
gemini2_flash,newsroom,rel,7,0.467411,0.412208,60
gemini2_flash,tc,coh,3,0.509966,0.486083,38
gemini2_flash,tc,coh,5,0.556840,0.516544,40
gemini2_flash,tc,coh,7,0.507369,0.452667,44
gemini2_flash,tc,eng,3,0.671950,0.620336,40
gemini2_flash,tc,eng,5,0.602681,0.548419,42
gemini2_flash,tc,eng,7,0.650776,0.588513,43
gemini2_flash,tc,gro,3,0.591457,0.577158,29
gemini2_flash,tc,gro,5,0.564857,0.540931,36
gemini2_flash,tc,gro,7,0.510089,0.490286,42
gemini2_flash,tc,nat,3,0.516024,0.477458,42
gemini2_flash,tc,nat,5,0.580060,0.522287,41
gemini2_flash,tc,nat,7,0.585635,0.524429,40
gemini2_flash,wp_a,coh,3,0.560239,0.468547,367
gemini2_flash,wp_a,coh,5,0.578234,0.474417,373
gemini2_flash,wp_a,coh,7,0.580059,0.470360,389
gemini2_flash,wp_a,enj,3,0.398718,0.324903,300
gemini2_flash,wp_a,enj,5,0.372059,0.307106,356
gemini2_flash,wp_a,enj,7,0.427389,0.338864,374
gemini2_flash,wp_a,gra,3,0.265146,0.224311,400
gemini2_flash,wp_a,gra,5,0.322635,0.266742,400
gemini2_flash,wp_a,gra,7,0.331181,0.262890,400
gemini2_flash,wp_a,rel,3,0.503888,0.420963,400
gemini2_flash,wp_a,rel,5,0.540195,0.426232,393
gemini2_flash,wp_a,rel,7,0.567023,0.451076,399
gemini3_flash,summeval,coh,3,0.533838,0.469150,94
gemini3_flash,summeval,coh,5,0.633464,0.548617,99
gemini3_flash,summeval,coh,7,0.478071,0.406490,98
gemini3_flash,summeval,con,3,0.648350,0.633697,43
gemini3_flash,summeval,con,5,0.687266,0.666858,67
gemini3_flash,summeval,con,7,0.667796,0.654770,69
gemini3_flash,summeval,flu,3,0.525385,0.502868,16
gemini3_flash,summeval,flu,5,0.480923,0.462004,84
gemini3_flash,summeval,flu,7,0.361977,0.343709,84
gemini3_flash,summeval,rel,3,0.457500,0.405512,89
gemini3_flash,summeval,rel,5,0.505858,0.438586,98
gemini3_flash,summeval,rel,7,0.440520,0.381951,99
gemini3_flash,newsroom,coh,3,0.611225,0.556512,45
gemini3_flash,newsroom,coh,5,0.588764,0.533207,52
gemini3_flash,newsroom,coh,7,0.516450,0.468406,51
gemini3_flash,newsroom,flu,3,0.311181,0.284134,42
gemini3_flash,newsroom,flu,5,0.387260,0.340791,57
gemini3_flash,newsroom,flu,7,0.275830,0.248256,48
gemini3_flash,newsroom,inf,3,0.511173,0.469127,46
gemini3_flash,newsroom,inf,5,0.500367,0.451689,52
gemini3_flash,newsroom,inf,7,0.556727,0.497947,56
gemini3_flash,newsroom,rel,3,0.369544,0.332430,39
gemini3_flash,newsroom,rel,5,0.389166,0.346846,46
gemini3_flash,newsroom,rel,7,0.515361,0.466469,44
gemini3_flash,tc,coh,3,0.669194,0.638787,41
gemini3_flash,tc,coh,5,0.589444,0.551897,43
gemini3_flash,tc,coh,7,0.572520,0.521113,30
gemini3_flash,tc,eng,3,0.707686,0.662618,43
gemini3_flash,tc,eng,5,0.725549,0.678257,39
gemini3_flash,tc,eng,7,0.686392,0.645249,31
gemini3_flash,tc,gro,3,0.664689,0.639511,23
gemini3_flash,tc,gro,5,0.656744,0.633539,36
gemini3_flash,tc,gro,7,0.523528,0.497815,36
gemini3_flash,tc,nat,3,0.581825,0.541581,48
gemini3_flash,tc,nat,5,0.597881,0.528317,50
gemini3_flash,tc,nat,7,0.581934,0.530251,46
gemini3_flash,wp_a,coh,3,0.476115,0.402290,257
gemini3_flash,wp_a,coh,5,0.571335,0.462853,220
gemini3_flash,wp_a,coh,7,0.589868,0.479649,211
gemini3_flash,wp_a,enj,3,0.309352,0.252691,170
gemini3_flash,wp_a,enj,5,0.418605,0.345407,177
gemini3_flash,wp_a,enj,7,0.245624,0.191528,203
gemini3_flash,wp_a,gra,3,0.191547,0.165430,169
gemini3_flash,wp_a,gra,5,0.333071,0.284431,187
gemini3_flash,wp_a,gra,7,0.363307,0.300402,206
gemini3_flash,wp_a,rel,3,0.574568,0.481526,229
gemini3_flash,wp_a,rel,5,0.472905,0.381679,295
gemini3_flash,wp_a,rel,7,0.464783,0.363275,298
gemini31_pro,summeval,coh,3,0.624055,0.544795,98
gemini31_pro,summeval,coh,5,0.646294,0.545464,99
gemini31_pro,summeval,coh,7,0.636581,0.532366,99
gemini31_pro,summeval,con,3,0.579911,0.562879,90
gemini31_pro,summeval,con,5,0.620862,0.597711,92
gemini31_pro,summeval,con,7,0.608769,0.583006,93
gemini31_pro,summeval,flu,3,0.506359,0.484292,71
gemini31_pro,summeval,flu,5,0.393575,0.358412,98
gemini31_pro,summeval,flu,7,0.399188,0.361094,98
gemini31_pro,summeval,rel,3,0.494352,0.433177,99
gemini31_pro,summeval,rel,5,0.509465,0.434093,98
gemini31_pro,summeval,rel,7,0.491392,0.411770,99
gemini31_pro,newsroom,coh,3,0.427705,0.386951,35
gemini31_pro,newsroom,coh,5,0.476184,0.425324,50
gemini31_pro,newsroom,coh,7,0.439520,0.395935,49
gemini31_pro,newsroom,flu,3,0.426524,0.383070,60
gemini31_pro,newsroom,flu,5,0.461621,0.403144,60
gemini31_pro,newsroom,flu,7,0.481165,0.422219,60
gemini31_pro,newsroom,inf,3,0.407143,0.367686,60
gemini31_pro,newsroom,inf,5,0.445480,0.397585,60
gemini31_pro,newsroom,inf,7,0.417619,0.362549,60
gemini31_pro,newsroom,rel,3,0.296016,0.271316,27
gemini31_pro,newsroom,rel,5,0.252908,0.226676,54
gemini31_pro,newsroom,rel,7,0.366041,0.311356,58
gemini31_pro,tc,coh,3,0.576777,0.549725,49
gemini31_pro,tc,coh,5,0.522576,0.482278,49
gemini31_pro,tc,coh,7,0.617688,0.575931,47
gemini31_pro,tc,eng,3,0.591299,0.541057,41
gemini31_pro,tc,eng,5,0.585529,0.543584,48
gemini31_pro,tc,eng,7,0.665185,0.609593,48
gemini31_pro,tc,gro,3,0.335915,0.329898,45
gemini31_pro,tc,gro,5,0.402549,0.382874,46
gemini31_pro,tc,gro,7,0.427852,0.412416,46
gemini31_pro,tc,nat,3,0.565623,0.525325,46
gemini31_pro,tc,nat,5,0.513779,0.461789,48
gemini31_pro,tc,nat,7,0.538899,0.483423,49
gemini31_pro,wp_a,coh,3,0.542629,0.468712,371
gemini31_pro,wp_a,coh,5,0.576246,0.472554,374
gemini31_pro,wp_a,coh,7,0.610270,0.496323,366
gemini31_pro,wp_a,enj,3,0.350095,0.292043,349
gemini31_pro,wp_a,enj,5,0.417070,0.351428,346
gemini31_pro,wp_a,enj,7,0.414382,0.329473,341
gemini31_pro,wp_a,gra,3,0.310568,0.264523,352
gemini31_pro,wp_a,gra,5,0.438207,0.365646,373
gemini31_pro,wp_a,gra,7,0.460803,0.373214,358
gemini31_pro,wp_a,rel,3,0.364558,0.307056,356
gemini31_pro,wp_a,rel,5,0.426422,0.352841,354
gemini31_pro,wp_a,rel,7,0.482654,0.392228,354
